"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"22.02.2021","45,43","45,29","45,68","44,82","21,44M","-0,55%"
"19.02.2021","45,68","46,54","46,61","45,58","25,12M","-1,42%"
"18.02.2021","46,34","46,39","46,40","45,69","16,87M","0,19%"
"17.02.2021","46,25","46,31","46,40","45,87","13,30M","-0,56%"
"16.02.2021","46,51","47,26","47,26","46,40","18,54M","-1,65%"
"12.02.2021","47,29","47,42","47,69","46,91","15,24M","-0,61%"
"11.02.2021","47,58","47,35","47,91","47,20","18,59M","0,72%"
"10.02.2021","47,24","46,15","47,41","45,83","44,54M","-2,60%"
"09.02.2021","48,50","48,77","48,83","48,41","24,80M","-0,90%"
"08.02.2021","48,94","48,56","49,34","48,56","25,22M","1,79%"
"05.02.2021","48,08","47,57","48,34","47,50","25,49M","1,76%"
"04.02.2021","47,25","45,87","47,32","45,77","22,29M","3,23%"
"03.02.2021","45,77","45,75","46,16","45,54","13,17M","-0,13%"
"02.02.2021","45,83","45,52","45,94","45,43","16,52M","0,95%"
"01.02.2021","45,40","44,92","45,63","44,66","16,78M","1,84%"
"29.01.2021","44,58","44,85","45,37","44,48","22,61M","-1,68%"
"28.01.2021","45,34","45,91","46,27","45,30","21,17M","-0,79%"
"27.01.2021","45,70","45,24","46,46","45,08","29,63M","0,97%"
"26.01.2021","45,26","44,88","45,35","44,77","13,09M","0,51%"
"25.01.2021","45,03","45,04","45,17","44,71","16,58M","0,58%"
"22.01.2021","44,77","44,75","44,88","44,23","14,64M","-0,75%"
"21.01.2021","45,11","45,20","45,24","44,72","17,50M","-0,51%"
"20.01.2021","45,34","45,33","45,50","45,14","16,50M","0,33%"
"19.01.2021","45,19","45,33","45,63","44,77","28,87M","-0,53%"
"15.01.2021","45,43","44,96","45,65","44,88","30,27M","0,62%"
"14.01.2021","45,15","44,87","45,60","44,85","22,33M","-0,46%"
"13.01.2021","45,36","45,29","45,97","45,18","19,37M","-0,94%"
"12.01.2021","45,79","45,30","45,92","44,96","20,15M","0,95%"
"11.01.2021","45,36","45,15","45,95","45,02","25,06M","0,67%"
"08.01.2021","45,06","44,48","45,41","44,25","20,94M","0,22%"
"07.01.2021","44,96","44,20","45,10","44,17","18,22M","1,26%"
"06.01.2021","44,40","44,13","44,87","43,89","21,82M","0,95%"
"05.01.2021","43,98","43,68","44,07","43,38","17,76M","0,05%"
"04.01.2021","43,96","44,31","44,37","43,35","24,39M","-1,77%"
